POSTED_BY;UNDER_CONSTRUCTION;RERA;BHK_NO.;BHK_OR_RK;SQUARE_FT;READY_TO_MOVE;RESALE;ADDRESS;LONGITUDE;LATITUDE;TARGET(PRICE_IN_LACS)
Dealer;0;1;3;BHK;21.040.974.530.000.000;1;1;Konanakunte,Bangalore;128.855;775.638;190.0
Dealer;1;1;3;BHK;1.481.246.027;0;1;Sector-88 Mohali,Mohali;30.684.523;76.691.728;69.9
Dealer;0;0;4;BHK;2.275.002.275;1;1;Ballygunge,Kolkata;22.529;88.368;250.0
Owner;0;0;3;BHK;12.100.586.119.999.900;1;1;Devanahalli,Bangalore;13.23;77.7;64.0
Dealer;0;0;3;BHK;2.550.297.535;1;1;Action Area II,Kolkata;2.254.111;8.833.778.000.000.000;90.0
Owner;0;0;2;BHK;1.150.234.742;1;1;Banjarawala,Dehradun;30.276.023;78.025.943;49.0
Owner;0;0;3;BHK;204.415.372;1;1;Katargam,Surat;21.232.813;72.832.454;100.0
Dealer;0;0;3;BHK;1.817.080.557;1;1;Kanakpura Road,Bangalore;12.896.796;775.724;120.0
Dealer;0;0;2;BHK;1.085.161.595;1;1;Pakhowal Road,Ludhiana;30.706.256;7.570.013.399.999.990;46.0
Dealer;0;0;1;BHK;45.714.285.710.000.000;1;1;Chembur (East),Mumbai;1.905.871;7.289.969;100.0
Dealer;1;1;2;BHK;8.368.580.059.999.990;0;1;Hinjewadi,Pune;185.853;737.413;55.4
Owner;0;0;2;BHK;10.991.426.689.999.900;1;1;Teghoria,Kolkata;22.620.289;8.843.493.000.000.000;50.0
Dealer;0;1;1;BHK;6.651.376.147.000.000;1;1;Badlapur (East),Lalitpur;24.690.279.999.999.900;7.841.889;26.1
Dealer;0;0;2;BHK;117.464.894;1;1;Chembur (East),Maharashtra;1.905.871;7.289.969;220.0
Dealer;0;0;3;BHK;1.396.670.727;1;1;Quarsi,Aligarh;27.906.174;78.107.874;34.4
Dealer;0;0;2;BHK;9.020.618.557;1;1;Ckikkakammana Halli,Bangalore;1.284.934;77.602.389;28.0
Owner;0;0;3;BHK;11.501.463.820.000.000;1;1;Judicial Layout,Bangalore;13.022.383;7.613.309.699.999.990;55.0
Owner;0;0;2;BHK;800.0;1;1;Manish Nagar,Nagpur;21.094.632;79.074.805;32.0
Dealer;0;0;4;BHK;42.000.630.009.999.900;1;1;Seven Bunglow,Lalitpur;24.690.279.999.999.900;7.841.889;1200.0
Owner;0;0;3;BHK;1.602.288.984;1;1;Thanisandra,Bangalore;13.055.985;77.622.157;56.0
Owner;1;1;3;BHK;9.899.175.069;0;1;Sector-117 Noida,Noida;28.578.498;77.397.634;54.0
Owner;0;0;4;BHK;1.900.538.486;1;1;Janakpuri,Kota;25.025.959;75.873.414;60.0
Dealer;0;1;3;BHK;1.969.737.667;1;1;4 Bunglows,Mumbai;19.128.324;72.825.408;440.0
Owner;0;0;3;BHK;13.591.976.769.999.900;1;1;Sodepur,Kolkata;2.269.995;88.390.833;51.5
Dealer;0;1;2;BHK;1.242.138.365;1;0;Sarjapur Road,Bangalore;12.86;77.786;79.0
Dealer;0;0;3;BHK;1.534.598.214;1;1;Sector 36 Kharghar,Lalitpur;19.071.749;73.080.575;110.0
Owner;0;0;2;BHK;7.532.467.532.000.000;1;1;Vavol,Gandhinagar;2.322.533;72.619.511;23.2
Owner;0;0;2;BHK;600.0;1;1;Akota,Vadodara;222.951;731.686;15.0
Dealer;0;1;1;BHK;6.300.204.757;1;1;Hiranandani Estate,Lalitpur;19.255.098;729.815.265;80.0
Dealer;0;0;2;BHK;7.166.666.667.000.000;1;1;Kudgat,Kolkata;2.254.111;8.833.778.000.000.000;21.5
Dealer;0;0;2;BHK;1.450.099.517;1;1;Nirman Nagar,Jaipur;19.980.678;79.297.436;51.0
Dealer;0;0;3;BHK;1450.0;1;1;Jhotwara,Jaipur;26.955.346.000.000.000;7.573.479.300.000.000;31.9
Dealer;0;0;3;BHK;1400.0;1;1;Mansarovar,Jaipur;268.626;757.633;42.0
Dealer;1;1;2;BHK;5.300.041.223.000.000;0;1;Thane West,Mumbai;19.18;7.296.333;90.0
Owner;0;0;2;BHK;1.365.079.365;1;1;Boloor,Mangalore;12.870.280.000.000.000;7.488.056;43.0
Dealer;0;1;2;BHK;1.087.885.617;1;1;Manpada,Lalitpur;24.690.279.999.999.900;7.841.889;140.0
Owner;0;0;2;BHK;11.551.448.369.999.900;1;1;Annapurneshwari Nagar,Bangalore;12.984.719;77.504.238;65.0
Dealer;0;0;3;BHK;1.280.878.317;1;1;Gogol,Goa;48.134.195;11.584.111;56.0
Dealer;0;0;3;BHK;1.579.551.982;1;1;7th Phase JP Nagar,Bangalore;35.0;136.0;110.0
Owner;0;0;3;BHK;19.798.713.079.999.900;1;1;Civil Lines,Jaipur;26.473.073;74.641.793;120.0
Dealer;0;1;3;BHK;1.294.820.717;1;1;Sector-137 Noida,Noida;28.506.453.999.999.900;7.740.956.800.000.000;65.0
Builder;1;1;3;BHK;9.970.089.731;0;0;Karve Nagar,Lalitpur;18.490.507;73.818.086;110.0
Dealer;0;0;2;BHK;1225.0;1;1;Khandeshwar,Mumbai;19.009.356;73.095.809;98.0
Dealer;0;0;1;BHK;685.016.814;1;1;Bhayandarpada,Lalitpur;24.690.279.999.999.900;7.841.889;55.0
Owner;0;0;3;BHK;1.700.071.582;1;1;Silpukhuri,Guwahati;2.616.667;9.176.666.999.999.990;95.0
Dealer;0;0;2;BHK;500.0;1;1;Baranagar Municipality, Dunlop,Kolkata;22.64;88.37;16.0
Dealer;1;1;1;BHK;7.610.216.935;0;1;Pokhran-2,Mumbai;1.896.667;7.283.333;87.0
Dealer;0;0;4;BHK;14.056.628.130.000.000;1;1;Versova,Lalitpur;24.690.279.999.999.900;7.841.889;490.0
Dealer;0;0;2;BHK;1.175.019.094;1;1;Pokharan Road,Lalitpur;24.690.279.999.999.900;7.841.889;200.0
Owner;0;0;2;BHK;9.900.990.098.999.990;1;1;New hubli,Hubli;15.348.503;75.137.321;28.0
Owner;0;0;2;BHK;7.121.661.721;1;1;Maheshtala,Kolkata;22.486.821;88.233.267;24.0
Dealer;1;1;2;BHK;8.001.049.318;0;1;Faizabad Road,Lucknow;26.860.559.999.999.900;8.091.583;30.5
Owner;0;0;3;BHK;2.071.108.043;1;1;Gottigere,Bangalore;12.858.535;77.590.438;60.0
Dealer;0;0;2;BHK;10.387.357.869.999.900;1;1;Nanmangalam,Chennai;12.940.685;80.177.022;53.9
Dealer;0;1;2;BHK;9.020.960.467;1;1;Sus,Pune;18.539.812;73.737.678;68.0
Dealer;1;1;2;BHK;7.986.916.669.999.990;0;0;Shankar Pada,Maharashtra;18.96;72.82;210.0
Dealer;0;1;3;BHK;1.913.043.478;1;1;Sector-100 Noida,Noida;28.542.768;77.365.736;110.0
Dealer;0;0;2;BHK;12.853.470.439.999.900;1;1;Sector-134 Noida,Noida;285.041;77.381.557;40.0
Dealer;0;0;2;BHK;7.028.332.967;1;1;Jankalyan Nagar,Mumbai;19.055.866;72.833.688;160.0
Dealer;1;1;2;BHK;6.113.654.727;0;0;Chinchwad,Pune;18.627;737.829;68.1
Dealer;1;0;3;BHK;1.281.012.658;0;1;Ranidanga,Siliguri;26.675.324;8.836.301;25.3
Owner;0;1;2;BHK;1.075.268.817;1;1;Laxmipura,Vadodara;22.323.714.000.000.000;73.135.485;31.0
Owner;0;1;3;BHK;1.600.232.761;1;1;Doddabanahalli,Bangalore;13.184.337;7.794.370.500.000.000;55.0
Dealer;0;1;3;BHK;18.904.044.030.000.000;1;1;Sector-84 Gurgaon,Gurgaon;28.408.144;76.963.756;79.0
Dealer;1;1;3;BHK;1.423.333.333;0;1;Gajuwaka,Visakhapatnam;17.7;832.167;42.7
Dealer;0;1;1;BHK;5.500.317.326;1;1;Sector-77 Noida,Noida;28.568.096;77.390.253;26.0
Builder;0;0;2;BHK;1.066.666.667;1;0;Vadavalli,Coimbatore;11.026.678;76.903.583;32.0
Dealer;1;1;1;BHK;5.337.439.056;0;1;Karjat,Lalitpur;24.690.279.999.999.900;7.841.889;20.8
Dealer;0;1;2;BHK;6.567.281.802;1;1;Kolshet Road,Mumbai;19.249.861;7.296.386.600.000.000;100.0
Dealer;1;1;4;BHK;2.228.163.993;0;1;Zirakpur,Chandigarh;30.662.283.000.000.000;76.822.397;100.0
Owner;0;0;1;BHK;5.060.088.552;1;1;New Sanghvi,Pune;18.579.420.000.000.000;73.815.235;32.0
Owner;0;0;1;BHK;6.782.608.696.000.000;1;1;Radha Nagar,Chennai;18.731.884;7.367.833.900.000.000;31.2
Owner;0;0;2;BHK;1.050.175.029;1;1;Andalpuram,Madurai;990.708;78.102.316;45.0
Dealer;0;0;2;BHK;1050.0;1;1;Sector-9 Ulwe,Maharashtra;18.973.907.999.999.900;7.302.510.600.000.000;84.0
Dealer;0;0;3;BHK;18.005.540.170.000.000;1;1;Manjalpur,Vadodara;22.271.214;73.188.827;52.0
Dealer;0;0;1;BHK;6.200.306.368;1;1;Pokhran-2,Lalitpur;24.690.279.999.999.900;7.841.889;85.0
Dealer;1;1;2;BHK;5.350.018.136;0;1;Ambernath,Lalitpur;246.902;78.416;29.5
Owner;0;0;2;BHK;1200.0;1;1;Ladyhill,Mangalore;12.890.308.000.000.000;74.833.347;60.0
Dealer;0;0;2;BHK;1.060.116.354;1;1;Kamothe,Mumbai;190.168;7.309.646;82.0
Owner;0;0;3;BHK;1.137.109.119;1;1;Noombal,Chennai;13.049.073;8.013.515.600.000.000;52.0
Dealer;1;1;3;BHK;1.259.734.311;0;1;Ghodbunder Road,Maharashtra;18.96;72.82;110.0
Dealer;0;0;3;BHK;1800.0;1;1;Mannagudda,Mangalore;12.870.280.000.000.000;7.488.056;90.0
Owner;0;0;2;BHK;1.080.201.243;1;1;Raj Nagar Extension,Ghaziabad;26.900.926.000.000.000;75.775.927;36.5
Owner;0;1;3;BHK;1.825.127.334;1;1;Modipuram,Meerut;289.927;776.824;43.0
Dealer;1;1;5;BHK;65.707.909.740.000.000;0;1;Sector-107 Noida,Noida;28.546.788;7.737.849.399.999.990;530.0
Owner;1;0;2;BHK;1000.0;0;1;sector 4, greater noida west,Noida;28.611.588;77.437.761;30.0
Dealer;0;0;2;BHK;8.847.320.526.000.000;1;1;Rajharsh Colony,Bhopal;23.25;7.741.667;17.5
Dealer;0;0;2;BHK;10.522.288.119.999.900;1;1;Kharghar,Maharashtra;19.038.204.999.999.900;7.306.612;110.0
Dealer;0;1;2;BHK;9.430.894.309;1;1;Sector-75 Noida,Noida;28.576.117;77.382.136;29.0
Owner;0;0;3;BHK;11.002.444.990.000.000;1;1;Gurunanak Nagar,Vijayawada;16.504.268;80.667.734;45.0
Owner;0;0;2;BHK;1.290.201.945;1;1;Vaishali Nagar,Nagpur;21.167.998;79.112.474;69.0
Dealer;0;0;3;BHK;1000.0;1;1;Ganguly Bagan,Kolkata;22.479.986;88.372.755;47.0
Owner;0;0;2;BHK;1.106.074.343;1;1;Kodihalli,Bangalore;13.177.301.000.000.000;77.458.221;61.0
Dealer;0;0;3;BHK;1.106.595.811;1;1;New Barrakpur,Kolkata;22.680.731;88.442.807;35.4
Dealer;0;1;2;BHK;9.842.519.685.000.000;1;1;Chandigarh Road,Ludhiana;30.543.947.999.999.900;75.964.799;30.0
Dealer;0;0;2;BHK;7.673.076.923;1;1;Kovilambakkam,Chennai;12.942.217;8.019.109.399.999.990;39.9
Builder;1;1;3;BHK;17.333.333.329.999.900;0;0;Uliyakovil,Kollam;8.902.999.999.999.990;76.601.137;78.0
Dealer;1;1;3;BHK;9.289.921.102;0;0;Keshav Nagar,Maharashtra;20.259.660.999.999.900;79.018.077;83.6
Owner;0;0;2;BHK;124.408.384;1;1;Hebbal,Bangalore;13.040.339.999.999.900;77.591.347;92.0
Owner;0;0;2;BHK;13.629.431.949.999.900;1;1;Neeladri Nagar,Bangalore;12.986.987;77.736.436;71.5
Dealer;0;0;2;BHK;1.292.685.554;1;1;Yemlur,Bangalore;1.296.991;7.759.796;120.0
Dealer;1;0;2;BHK;1.080.033.232;0;1;Vijay Park,Lalitpur;1.926.941;72.966.637;78.0
Dealer;0;0;3;BHK;2.095.494.686;1;1;Ambabari,Jaipur;2.691.667;7.586.667;140.0
Dealer;0;0;3;BHK;1.749.781.277;1;1;Sector-30 Noida,Noida;28.573.317;77.339.157;120.0
Dealer;0;1;3;BHK;1250.0;1;1;Malad (West),Mumbai;191.849;728.347;200.0
Dealer;1;1;2;BHK;104.760.034;0;1;Chandivali,Lalitpur;24.690.279.999.999.900;7.841.889;160.0
Owner;0;0;2;BHK;9.000.473.708.999.990;1;1;Hindu Colony,Ratnagiri;16.986.807.000.000.000;7.331.153;38.0
Dealer;0;0;3;BHK;1.124.567.474;1;1;Kalwar Road,Jaipur;269.883;755.846;26.0
Owner;0;0;3;BHK;1.459.321.416;1;1;Ramdas Peth,Nagpur;21.134.389.000.000.000;79.073.353;120.0
Dealer;0;1;3;BHK;1.708.914.839;1;1;Mango Garden Layout,Bangalore;12.977.041.999.999.900;77.595.277;120.0
Dealer;1;1;2;BHK;1.102.535.832;0;1;Kanjur Marg (East),Mumbai;19.221.571;73.042.474;170.0
Dealer;0;0;3;BHK;17.251.293.850.000.000;1;1;Ramprastha Greens,Ghaziabad;28.651.918;77.348.794;120.0
Dealer;0;1;3;BHK;1.767.272.727;1;1;Patia,Bhubaneswar;20.353.795;8.582.101.999.999.990;97.2
Owner;0;0;3;BHK;3200.0;1;1;KR Puram,Bangalore;13.010.349;77.712.151;160.0
Dealer;0;0;4;BHK;3.157.265.978;1;1;Baner,Pune;18.558.319;7.377.588;370.0
Dealer;0;0;4;BHK;2.811.142.346;1;1;Sector-137 Noida,Noida;28.506.453.999.999.900;7.740.956.800.000.000;220.0
Dealer;0;1;2;BHK;47.284.137.630.000.000;1;0;Dombivli (East),Mumbai;192.167;730.833;43.7
Owner;0;1;2;BHK;1.097.867.001;1;1;Harni,Vadodara;22.337.395;73.225.215;35.0
Dealer;0;0;3;BHK;19.972.039.149.999.900;1;1;Shampur,Bhubaneswar;20.303.207.999.999.900;8.577.123;100.0
Dealer;1;1;2;BHK;6.414.882.527.000.000;0;1;Kanjur Marg (East),Lalitpur;24.690.279.999.999.900;7.841.889;160.0
Owner;0;0;3;BHK;1.650.165.017;1;1;Manimajra,Chandigarh;3.073.528;7.679.111;150.0
Dealer;0;0;3;BHK;1.877.279.554;1;1;Chandivali,Mumbai;1.896.667;7.283.333;350.0
Owner;0;0;2;BHK;1.309.212.092;1;1;AECS Layout,Bangalore;12.961.468;77.711.252;55.0
Owner;0;0;4;BHK;2.690.012.716;1;1;Rajaji Nagar,Bangalore;129.847;775.491;550.0
Owner;0;0;4;BHK;2.200.220.022;1;1;Sector-82 Noida,Noida;28.527.596.999.999.900;77.389.374;80.0
Owner;0;0;3;BHK;1.500.375.094;1;1;Kuniyamuthur,Coimbatore;10.929.882.000.000.000;76.948.199;40.0
Owner;0;0;3;BHK;1.357.466.063;1;1;Yeshwanthpur,Bangalore;1.296.991;7.759.796;120.0
Dealer;0;0;3;BHK;1500.0;1;1;Adityapur,Jamshedpur;227.808;861.522;54.0
Owner;0;0;2;BHK;8.510.638.298;1;1;Anakaputhur,Chennai;129.828;801.264;38.0
Dealer;0;0;3;BHK;1.567.211.055;1;1;Sector 86 Faridabad,Faridabad;28.406.388;77.342.588;49.9
Dealer;0;0;4;BHK;1.918.158.568;1;1;Bansdroni,Kolkata;22.470.809;8.836.318.100.000.000;120.0
Owner;0;0;2;BHK;18.714.909.539.999.900;1;1;Chiranjeev Vihar,Ghaziabad;2.866.667;7.741.667;60.0
Dealer;0;1;2;BHK;1.171.833.387;1;1;Kalyani Nagar,Pune;185.481;738.995;110.0
Dealer;0;0;2;BHK;6.500.847.937.000.000;1;1;Rabindra Sarova Metro,Kolkata;22.511.685;88.352.458;46.0
Dealer;0;0;3;BHK;19.271.051.530.000.000;1;1;Sector 75 Faridabad,Faridabad;28.365.512;7.734.630.600.000.000;46.0
Owner;1;1;3;BHK;1.415.285.079;0;1;Sector-168 Noida,Noida;28.494.868;77.410.298;70.0
Dealer;0;1;3;BHK;1.340.225.924;1;1;Sector-143 Noida,Noida;285.035;77.426.447;70.0
Owner;0;0;2;BHK;1.207.091.664;1;1;Sector-24 Dharuhera,Dharuhera;28.22;76.78;32.0
Owner;0;0;3;BHK;174.249.758;1;1;NH-24 Highway,Ghaziabad;2.866.667;7.741.667;18.0
Owner;0;1;2;BHK;7.352.941.176;1;1;Samiyala,Vadodara;22.257.310.999.999.900;7.312.684.200.000.000;16.5
Dealer;0;1;3;BHK;1000.0;1;1;Sector 84 Faridabad,Faridabad;28.404.729.999.999.900;77.367.514;42.0
Owner;0;0;1;BHK;38.002.171.549.999.900;1;1;Boisar,Palghar;19.811.319;7.276.894;10.5
Owner;0;0;2;BHK;1.036.096.257;1;1;Vinayaka Nagar,Bangalore;13.083.808;77.395.096;62.0
Dealer;0;1;2;BHK;13.130.615.070.000.000;1;1;B.T Kawade Road,Pune;18.749.000.000.000.000;743.422;95.0
Dealer;0;0;3;BHK;160.011.744;1;1;Gandhi Path,Jaipur;25.879.721;86.587.391;54.5
Dealer;0;1;3;BHK;2.640.161.516;1;1;Sector-128 Noida,Noida;28.522.931;77.357.078;170.0
Dealer;0;0;4;BHK;2.195.204.323;1;1;Kundli,Sonipat;28.874.383;77.113.251;65.0
Dealer;0;0;3;BHK;1.672.427.249;1;1;Sector-63 Gurgaon,Gurgaon;28.397.897.999.999.900;77.087.404;150.0
Builder;1;1;3;BHK;1.489.716.509;0;0;Ameri,Bilaspur;2.205.849;82.138.222;26.8
Owner;0;0;2;BHK;650.026.001;1;1;Allahpur,Allahabad;2.545.528;8.187.167;25.0
Dealer;0;0;3;BHK;1700.0;1;1;Bariatu,Ranchi;23.399.528;85.357.421;85.0
Dealer;0;1;3;BHK;1.549.714.852;1;1;Bariatu,Ranchi;23.399.528;85.357.421;62.5
Owner;0;0;2;BHK;1.100.110.011;1;1;Manjalpur,Vadodara;22.271.214;73.188.827;40.0
Dealer;0;0;2;BHK;1.060.028.585;1;1;Sector-35G Kharghar,Mumbai;19.038.204.999.999.900;7.306.612;89.0
Owner;0;0;2;BHK;1.269.914.569;1;1;Whitefield,Bangalore;129.958.935;77.761.394;55.0
Dealer;0;1;3;BHK;26.371.870.010.000.000;1;1;Kudasan,Gandhinagar;23.166.495;7.263.429.000.000.000;99.0
Dealer;0;1;2;BHK;9.394.952.873;1;1;Sector-134 Noida,Noida;285.041;77.381.557;30.9
Dealer;0;1;3;BHK;1.399.936.367;1;1;Mulund (West),Maharashtra;191.759;729.522;220.0
Dealer;0;0;2;BHK;1250.0;1;1;Hennur Road,Bangalore;130.306;776.485;60.0
Dealer;1;1;1;BHK;6.739.973.102.999.990;0;1;Vikhroli (West),Mumbai;19.113.329.999.999.900;7.292.156.700.000.000;85.2
Owner;0;0;2;BHK;7.561.929.596;1;1;Ponmar,Chennai;12.858.260.000.000.000;8.018.419.499.999.990;29.0
Dealer;1;0;1;BHK;47.001.316.039.999.900;0;1;Thane West,Lalitpur;19.18;7.296.333;75.0
Dealer;1;1;1;BHK;47.634.691.200.000.000;0;1;Ghodbunder Road,Mumbai;28.743.724;7.681.131.500.000.000;58.0
Dealer;0;1;2;BHK;9.990.287.221.000.000;1;1;Mira Road East,Lalitpur;192.836;728.675;72.0
Dealer;1;1;2;BHK;9.300.162.752.999.990;0;1;Malad (East),Mumbai;191.758;728.643;120.0
Owner;0;0;2;BHK;1.199.040.767;1;1;Nanjundapuram,Coimbatore;10.986.809;7.699.759.499.999.990;60.0
Owner;0;0;2;BHK;7.451.991.975;1;1;Indraprastha Yojna,Ghaziabad;2.866.667;7.741.667;26.0
Owner;0;0;2;BHK;1.054.111.033;1;1;Perur,Coimbatore;10.97;76.9;45.0
Dealer;0;0;2;BHK;1.220.037.319;1;1;Anand Nagar,Lalitpur;18.476.532.000.000.000;73.820.689;170.0
Owner;0;0;2;BHK;129.982.669;1;1;Jyothi Nagar,Jaipur;27.557.683;76.631.291;75.0
Dealer;0;0;2;BHK;1.170.194.459;1;1;Porur,Chennai;1.303.478;8.015.586;68.0
Owner;1;0;2;BHK;9.598.603.839;0;1;Roha,Raigad;184.543;731.147;22.0
Owner;0;0;3;BHK;2.613.890.963;1;1;Athani,Thrissur;10.52;76.21;35.0
Dealer;1;1;2;BHK;5.721.716.514.999.990;0;0;kavesar,Maharashtra;18.96;72.82;110.0
Dealer;0;1;3;BHK;1.102.029.571;1;1;Wadala,Lalitpur;24.690.279.999.999.900;7.841.889;360.0
Owner;0;1;2;BHK;103.015.546;1;1;Tilekar Nagar,Pune;21.0;77.0;55.0
Dealer;0;0;3;BHK;143.413.235;1;1;Kharghar,Lalitpur;24.690.279.999.999.900;7.841.889;140.0
Dealer;1;1;2;BHK;9.550.138.226;0;1;Mulund (West),Lalitpur;191.759;729.522;190.0
Dealer;1;0;2;BHK;1.023.171.049;0;1;Jalukbari,Guwahati;26.154.874;91.670.312;39.3
Dealer;1;1;4;BHK;2.689.039.475;0;1;Konanakunte,Bangalore;128.855;775.638;250.0
Dealer;0;0;2;BHK;1200.0;1;1;Kaspate Vasti,Pune;1.852.361;7.384.778;81.0
Owner;0;0;3;BHK;14.598.540.150.000.000;1;1;Thanisandra,Bangalore;13.055.985;77.622.157;80.0
Dealer;0;0;2;BHK;1.060.335.594;1;1;Vaishali Nagar,Jaipur;2.691.868;75.750.399;29.7
Dealer;0;0;3;BHK;1500.0;1;1;Cuffe Parade,Maharashtra;189.147.285;728.202.265;750.0
Owner;0;1;3;BHK;1.810.118.563;1;1;Harlur,Bangalore;12.928.575;7.758.572.099.999.990;200.0
Owner;0;0;3;BHK;120.014.771;1;1;Chromepet,Chennai;1.295.161;8.014.097;65.0
Dealer;1;1;2;BHK;6.399.590.426;0;1;Malad (West),Mumbai;191.849;728.347;150.0
Dealer;0;1;2;BHK;13.102.119.460.000.000;1;1;Sector-75 Noida,Noida;28.576.117;77.382.136;68.0
Dealer;0;0;1;BHK;7.955.148.117.000.000;1;1;Chamundeshwari Nagar,Lalitpur;16.700.359;7.683.521;420.0
Dealer;1;0;4;BHK;3.944.254.536;0;1;Pakhowal Road,Ludhiana;30.706.256;7.570.013.399.999.990;150.0
Dealer;0;1;4;BHK;3.164.556.962;1;0;Sector-50 Noida,Noida;285.679;773.679;250.0
Owner;0;0;1;BHK;6.698.920.728.999.990;1;1;Naikwad pura Masjid,Ahmednagar;1.852.361;7.384.778;18.0
Dealer;0;0;2;BHK;11.201.236;1;1;Tukaram Nagar,Pune;18.714.661;73.678.196;87.0
Dealer;1;1;1;BHK;6.800.618.238;0;1;Kolshet Road,Lalitpur;24.690.279.999.999.900;7.841.889;66.0
Dealer;1;1;3;BHK;1.550.788.317;0;1;Jakkur,Bangalore;12.928.575;7.758.572.099.999.990;120.0
Owner;0;0;2;BHK;9.653.356.735;1;1;Thara,Bhiwadi;28.162.032;76.811.066;22.0
Dealer;0;1;3;BHK;23.076.923.079.999.900;1;1;Sector 81 Faridabad,Faridabad;28.392.678.999.999.900;77.344.375;120.0
Dealer;0;0;2;BHK;1.294.117.647;1;1;Marathahalli,Bangalore;1.295.619;7.770.194.000.000.000;110.0
Owner;0;0;2;BHK;10.503.282.279.999.900;1;1;Vadadla,Bharuch;21.737.243;73.016.651;24.0
Owner;1;1;2;BHK;125.213.432;0;1;Bhimrad,Surat;2.112.359;72.804.292;44.0
Dealer;0;0;2;BHK;1.337.345.369;1;1;Sector 86 Faridabad,Faridabad;28.406.388;77.342.588;40.0
Owner;0;0;3;BHK;1.440.167.583;1;1;Pai Layout,Bangalore;1.296.991;7.759.796;55.0
Dealer;1;0;2;BHK;8.952.254.642.000.000;0;1;Madhurawada,Visakhapatnam;17.815.234;8.335.818;27.0
Owner;0;0;3;BHK;1.450.116.009;1;1;Noida Extension,Noida;28.579.003.999.999.900;77.431.173;50.0
Dealer;0;0;1;BHK;6.650.446.067;1;1;Ghansoli,Maharashtra;19.126.499;7.299.956;82.0
Owner;0;0;1;BHK;625.0;1;1;palm avenue,Kolkata;2.254.111;8.833.778.000.000.000;70.0
Owner;0;0;4;BHK;1.300.108.342;1;1;Tollygunge,Kolkata;22.5;88.35;48.0
Owner;0;1;3;BHK;2.367.664.468;1;1;Sector-100 Noida,Noida;28.542.768;77.365.736;140.0
Dealer;0;0;3;BHK;127.500.425;1;1;Vile Parle (East),Lalitpur;19.097.244;72.846.785;450.0
Owner;0;0;4;BHK;205.227.911;1;1;Indirapuram,Ghaziabad;2.863.676;7.736.315;95.0
Dealer;0;0;2;BHK;1000.0;1;1;Sector-35 Kamothe,Lalitpur;28.469.063.000.000.000;77.308.984;80.0
Owner;0;0;2;BHK;1.100.034.376;1;1;Ananth Nagar,Bangalore;1.296.991;7.759.796;32.0
Dealer;0;0;3;BHK;26.661.588.269.999.900;1;1;Iblur Village,Bangalore;1.291.668;7.759.196;280.0
Dealer;0;0;3;BHK;22.492.127.760.000.000;1;1;Sector-28 Rohtak,Rohtak;28.870.998.999.999.900;76.636.211;50.0
Dealer;1;0;2;BHK;10.200.364.300.000.000;0;1;Jalukbari,Guwahati;26.154.874;91.670.312;39.2
Dealer;0;0;2;BHK;1.397.116.352;1;1;Malad (West),Lalitpur;191.849;728.347;250.0
Owner;1;0;3;BHK;1425.0;0;1;Sector-115 Mohali,Mohali;30.712.867;76.648.557;39.9
Dealer;0;0;3;BHK;1.300.034.211;1;1;Murlipura,Jaipur;26.979.452.000.000.000;75.765.051;38.0
Dealer;0;0;2;BHK;1.169.950.739;1;1;Raysan,Gandhinagar;23.159.294;72.658.666;38.0
Owner;0;0;2;BHK;6.780.171.763.999.990;1;1;Ambattur,Chennai;130.983;801.622;45.0
Owner;0;0;1;BHK;10.899.182.560.000.000;1;1;Channi,Vadodara;22.3;73.2;8.0
Dealer;0;0;3;BHK;1.550.017.885;1;1;Gopalapuram,Chennai;13.050.267.999.999.900;80.256.302;260.0
Owner;0;0;2;BHK;8.822.232.025.000.000;1;1;Agarpara,Kolkata;22.683.329.999.999.900;8.836.667;20.0
Dealer;0;0;1;BHK;400.0;1;1;Kharkar Alley,Lalitpur;24.690.279.999.999.900;7.841.889;70.0
Dealer;1;0;1;BHK;42.433.397.419.999.900;0;1;Virar West,Maharashtra;194.559;728.114;30.9
Dealer;0;0;3;BHK;1200.0;1;1;Sankarapuram,Chennai;13.09;80.27;46.2
Dealer;0;0;3;BHK;1.264.880.952;1;1;Akshaya Nagar,Bangalore;1.296.991;7.759.796;85.0
Dealer;0;0;3;BHK;1.100.070.972;1;1;Awadhpuri,Bhopal;23.229.813;77.495.101;31.0
Owner;0;0;2;BHK;1.118.039.131;1;1;Kothewada,Nagpur;21.022.122;79.007.475;52.0
Dealer;0;0;2;BHK;1.005.025.126;1;1;Manish Nagar,Nagpur;21.094.632;79.074.805;60.0
Owner;0;0;5;BHK;5.714.285.714;1;1;Vesu,Surat;21.143.354.000.000.000;72.770.931;300.0
Dealer;1;1;1;BHK;4.028.461.959;0;0;JK Gram,Lalitpur;33.45;76.24;73.6
Dealer;0;0;2;BHK;9.498.480.242.999.990;1;1;Kanakapura,Bangalore;12.55;77.417;50.0
Dealer;1;1;3;BHK;908.0;0;0;Bhadra Nagar,Lalitpur;24.862.517;7.828.246.700.000.000;90.8
Owner;1;1;2;BHK;1.089.588.378;0;1;Mansarovar Extension,Jaipur;268.626;757.633;45.0
Dealer;1;0;2;BHK;6.039.638.794;0;0;Khadakpada,Maharashtra;19.263.568;73.133.543;51.5
Dealer;0;0;3;BHK;21.006.564.550.000.000;1;1;Vasant Vihar,Vadodara;285.574;7.715.899.999.999.990;48.0
