Delay_from_due_date;Num_of_Delayed_Payment;Num_Credit_Inquiries;Credit_History_Age;Age;Annual_Income;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Changed_Credit_Limit;Outstanding_Debt;Credit_Score
12.0;9.0;6.0;397.0;36.0;25899.18;8.0;4.0;9.0;3.0;9.05;69.74;Standard
12.0;9.0;6.0;398.0;36.0;25899.18;8.0;4.0;9.0;3.0;9.05;69.74;Standard
12.0;9.0;6.0;399.0;36.0;25899.18;8.0;4.0;9.0;3.0;9.05;69.74;Standard
12.0;9.0;6.0;400.0;36.0;25899.18;8.0;4.0;9.0;3.0;9.05;69.74;Standard
9.0;11.0;3.0;362.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Standard
18.0;11.0;3.0;363.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Standard
15.0;11.0;3.0;364.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Standard
13.0;11.0;3.0;365.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Good
16.0;11.0;3.0;366.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Good
13.0;11.0;3.0;367.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Good
10.0;9.0;3.0;368.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Good
13.0;9.0;3.0;369.0;55.0;85954.42;0.0;7.0;5.0;3.0;3.66;791.46;Good
34.0;23.0;12.0;35.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Poor
34.0;21.0;12.0;36.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Standard
34.0;20.0;12.0;37.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Poor
34.0;21.0;12.0;38.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Poor
35.0;21.0;12.0;39.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Poor
34.0;21.0;12.0;40.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Poor
34.0;21.0;12.0;41.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Poor
29.0;18.0;12.0;42.0;40.0;58510.6;8.0;7.0;34.0;7.0;9.25;3603.27;Poor
8.0;10.0;1.0;225.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
8.0;8.0;1.0;226.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
9.0;8.0;1.0;227.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
8.0;7.0;1.0;228.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
13.0;10.0;1.0;229.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
8.0;10.0;1.0;230.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
8.0;10.0;1.0;230.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
8.0;10.0;1.0;232.0;26.0;44768.54;3.0;6.0;1.0;1.0;3.73;127.38;Standard
14.0;19.0;4.0;217.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Standard
9.0;19.0;8.0;218.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Standard
9.0;19.0;8.0;219.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Standard
9.0;21.0;8.0;220.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Poor
9.0;19.0;8.0;221.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Poor
9.0;18.0;8.0;222.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Standard
9.0;17.0;8.0;223.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Poor
9.0;18.0;8.0;224.0;20.0;66914.37;8.0;6.0;19.0;4.0;4.72;181.41;Poor
30.0;12.0;7.0;173.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
30.0;10.0;7.0;174.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
30.0;12.0;7.0;175.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
30.0;12.0;7.0;176.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
30.0;14.0;7.0;177.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
30.0;12.0;7.0;178.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
26.0;10.0;7.0;178.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
30.0;9.0;7.0;180.0;33.0;28108.17;2.0;3.0;18.0;4.0;12.9;597.44;Standard
16.0;12.0;6.0;128.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
19.0;12.0;6.0;129.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
19.0;12.0;6.0;130.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
19.0;14.0;6.0;131.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
21.0;14.0;6.0;132.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
19.0;9.0;6.0;133.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
19.0;12.0;6.0;134.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
19.0;12.0;6.0;135.0;35.0;36857.22;4.0;5.0;14.0;2.0;8.9;1911.65;Standard
26.0;9.0;4.0;157.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Standard
22.0;12.0;4.0;158.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Standard
24.0;12.0;4.0;159.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Standard
22.0;12.0;4.0;160.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Standard
22.0;12.0;4.0;161.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Standard
22.0;12.0;4.0;162.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Standard
22.0;12.0;4.0;163.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Poor
22.0;15.0;4.0;164.0;43.0;103092.27;3.0;6.0;10.0;4.0;12.53;300.65;Standard
23.0;9.0;5.0;213.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
23.0;9.0;5.0;214.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
24.0;9.0;5.0;215.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
23.0;12.0;5.0;215.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
25.0;9.0;5.0;217.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
26.0;10.0;10.0;218.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
23.0;9.0;10.0;219.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
23.0;9.0;10.0;220.0;19.0;17569.69;6.0;7.0;5.0;4.0;11.56;1135.31;Standard
16.0;2.0;3.0;243.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
13.0;3.0;3.0;244.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
13.0;4.0;3.0;245.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
13.0;2.0;3.0;246.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
13.0;2.0;3.0;247.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
13.0;1.0;6.0;248.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
13.0;2.0;6.0;249.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
13.0;5.0;6.0;250.0;37.0;100433.58;1.0;5.0;10.0;2.0;11.59;1023.93;Standard
16.0;21.0;11.0;88.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Standard
16.0;21.0;11.0;89.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Poor
16.0;18.0;11.0;90.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Poor
14.0;20.0;11.0;90.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Poor
16.0;20.0;11.0;92.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Poor
16.0;20.0;12.0;93.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Poor
16.0;21.0;12.0;94.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Poor
16.0;21.0;12.0;95.0;31.0;53751.21;9.0;8.0;19.0;9.0;8.98;3351.48;Poor
27.0;11.0;7.0;152.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Standard
29.0;11.0;7.0;153.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Standard
29.0;12.0;7.0;154.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Standard
31.0;8.0;7.0;155.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Poor
29.0;8.0;7.0;156.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Standard
29.0;11.0;7.0;157.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Poor
28.0;11.0;7.0;157.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Poor
25.0;11.0;7.0;159.0;24.0;82823.92;4.0;5.0;18.0;2.0;10.59;171.45;Poor
51.0;22.0;11.0;67.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Poor
49.0;22.0;11.0;68.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Poor
49.0;21.0;11.0;69.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Poor
46.0;21.0;11.0;70.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Poor
49.0;21.0;11.0;71.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Standard
44.0;21.0;11.0;71.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Poor
45.0;21.0;11.0;73.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Poor
50.0;19.0;11.0;74.0;24.0;20196.67;9.0;9.0;17.0;7.0;26.96;2971.91;Poor
5.0;15.0;1.0;205.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
7.0;16.0;1.0;206.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
10.0;16.0;1.0;207.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
7.0;16.0;1.0;208.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
7.0;16.0;1.0;209.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
7.0;16.0;1.0;210.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
7.0;19.0;3.0;211.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
6.0;16.0;3.0;212.0;50.0;107761.29;4.0;5.0;9.0;0.0;13.56;34.09;Standard
7.0;11.0;1.0;247.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Good
7.0;14.0;1.0;248.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Good
5.0;11.0;1.0;249.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Good
7.0;11.0;1.0;250.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Standard
7.0;8.0;1.0;251.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Good
11.0;10.0;2.0;251.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Good
7.0;11.0;2.0;253.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Standard
7.0;13.0;2.0;254.0;28.0;34132.87;4.0;6.0;4.0;4.0;10.89;187.64;Good
30.0;18.0;9.0;122.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
30.0;21.0;9.0;123.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
25.0;19.0;9.0;124.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
33.0;18.0;9.0;125.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
30.0;19.0;9.0;126.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
30.0;24.0;13.0;127.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
29.0;21.0;13.0;128.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
30.0;21.0;13.0;129.0;24.0;8102765,00;6.0;8.0;15.0;8.0;26.54;2750.88;Standard
27.0;19.0;0.0;395.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Standard
27.0;21.0;5.0;396.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Standard
27.0;19.0;5.0;397.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Standard
27.0;19.0;5.0;398.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Standard
27.0;16.0;5.0;399.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Standard
27.0;19.0;5.0;400.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Standard
27.0;19.0;5.0;401.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Standard
27.0;19.0;5.0;401.0;43.0;12153.69;6.0;5.0;13.0;2.0;9.97;127.34;Good
28.0;18.0;9.0;185.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Poor
28.0;18.0;9.0;185.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Poor
28.0;18.0;9.0;187.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Poor
31.0;15.0;9.0;188.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Standard
28.0;18.0;13.0;189.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Poor
27.0;15.0;13.0;190.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Poor
28.0;18.0;13.0;190.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Poor
28.0;18.0;13.0;192.0;17.0;7619.09;4.0;6.0;18.0;2.0;11.5;2069.3;Standard
10.0;11.0;2.0;307.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Standard
10.0;14.0;2.0;308.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Standard
10.0;11.0;2.0;309.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Standard
10.0;10.0;2.0;310.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Poor
10.0;11.0;2.0;311.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Poor
10.0;12.0;2.0;312.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Poor
11.0;9.0;2.0;313.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Standard
10.0;11.0;2.0;314.0;23.0;25664.86;7.0;7.0;17.0;0.0;0.9;3.74;Poor
24.0;10.0;3.0;343.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
28.0;8.0;3.0;344.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
28.0;4.0;5.0;345.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
28.0;7.0;5.0;346.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
26.0;5.0;5.0;347.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
28.0;8.0;5.0;348.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
28.0;7.0;5.0;349.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
28.0;7.0;5.0;350.0;41.0;35615.68;2.0;3.0;8.0;0.0;5.05;1448.89;Poor
21.0;18.0;7.0;89.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;18.0;7.0;90.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;18.0;7.0;91.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;17.0;7.0;92.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;21.0;7.0;93.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;18.0;7.0;94.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;18.0;9.0;95.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;18.0;9.0;96.0;45.0;17296.38;6.0;10.0;30.0;5.0;17.34;4624.73;Standard
21.0;23.0;9.0;224.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Poor
25.0;20.0;9.0;224.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Poor
23.0;20.0;9.0;224.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Poor
22.0;20.0;9.0;227.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Standard
21.0;20.0;9.0;228.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Standard
21.0;20.0;9.0;229.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Poor
19.0;22.0;9.0;230.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Poor
21.0;22.0;9.0;231.0;25.0;15701.03;8.0;10.0;30.0;9.0;0.6;1574.0;Poor
6.0;4.0;2.0;346.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Good
6.0;4.0;2.0;347.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Good
4.0;6.0;2.0;347.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Good
1.0;4.0;2.0;349.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Standard
6.0;4.0;2.0;350.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Good
8.0;2.0;2.0;351.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Good
6.0;4.0;2.0;352.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Standard
6.0;3.0;2.0;353.0;51.0;177350.84;4.0;1.0;10.0;4.0;9.18;256.54;Standard
8.0;15.0;2.0;289.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Standard
6.0;15.0;2.0;289.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Good
8.0;18.0;2.0;291.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Good
12.0;15.0;2.0;291.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Good
8.0;18.0;2.0;293.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Good
8.0;15.0;2.0;293.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Good
8.0;15.0;2.0;295.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Good
8.0;15.0;2.0;296.0;36.0;20282.38;3.0;7.0;4.0;1.0;3.95;1229.84;Good
20.0;11.0;7.0;83.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Standard
20.0;13.0;7.0;84.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Standard
18.0;10.0;7.0;85.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Standard
14.0;10.0;7.0;86.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Good
18.0;8.0;7.0;87.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Good
18.0;10.0;7.0;88.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Good
18.0;8.0;7.0;89.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Standard
16.0;8.0;7.0;90.0;36.0;49346.88;5.0;7.0;15.0;7.0;16.99;228.04;Good
23.0;21.0;10.0;167.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Poor
24.0;21.0;10.0;168.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Poor
23.0;21.0;10.0;169.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Poor
23.0;21.0;10.0;170.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Poor
24.0;21.0;10.0;171.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Poor
22.0;21.0;10.0;172.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Poor
23.0;19.0;10.0;173.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Poor
18.0;21.0;10.0;174.0;41.0;8973.16;6.0;8.0;16.0;5.0;0.52;1483.24;Standard
16.0;18.0;4.0;314.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
17.0;18.0;4.0;315.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
14.0;18.0;4.0;316.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
20.0;20.0;4.0;317.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
12.0;18.0;4.0;318.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
16.0;18.0;4.0;318.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
18.0;18.0;4.0;320.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
16.0;19.0;4.0;321.0;26.0;14810545,00;6.0;7.0;2.0;1.0;8.03;931.16;Good
26.0;20.0;2.0;206.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Standard
30.0;21.0;2.0;207.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Good
26.0;20.0;2.0;208.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Standard
26.0;18.0;2.0;209.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Good
25.0;19.0;4.0;210.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Good
26.0;21.0;4.0;211.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Standard
26.0;21.0;4.0;212.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Standard
26.0;20.0;4.0;212.0;55.0;55929.32;7.0;6.0;5.0;0.0;11.7;994.27;Standard
13.0;14.0;4.0;257.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
13.0;12.0;4.0;257.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
13.0;11.0;4.0;258.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
13.0;15.0;4.0;259.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
18.0;12.0;4.0;260.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
15.0;12.0;4.0;261.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
13.0;12.0;4.0;262.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
14.0;12.0;4.0;263.0;34.0;36638.43;3.0;6.0;20.0;4.0;14.63;110.35;Standard
1.0;12.0;1.0;254.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Standard
1.0;12.0;1.0;255.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Standard
3.0;13.0;1.0;256.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Standard
3.0;12.0;1.0;257.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Standard
3.0;12.0;1.0;258.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Standard
1.0;15.0;1.0;259.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Standard
1.0;12.0;1.0;260.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Poor
0.0;15.0;1.0;260.0;47.0;31183.16;0.0;7.0;5.0;1.0;2.46;854.72;Poor
24.0;22.0;9.0;152.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Poor
20.0;21.0;9.0;153.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Poor
24.0;23.0;9.0;154.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Poor
24.0;23.0;9.0;155.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Poor
24.0;20.0;11.0;156.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Standard
24.0;22.0;11.0;157.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Poor
25.0;22.0;11.0;158.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Standard
24.0;24.0;11.0;159.0;45.0;28956.72;8.0;6.0;22.0;5.0;14.59;2545.04;Standard
21.0;11.0;6.0;172.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Poor
17.0;10.0;6.0;173.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Poor
21.0;11.0;6.0;174.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Poor
21.0;10.0;6.0;175.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Poor
21.0;14.0;6.0;176.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Poor
21.0;12.0;6.0;177.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Poor
21.0;12.0;8.0;178.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Standard
21.0;11.0;8.0;179.0;24.0;28263.5;7.0;5.0;24.0;2.0;9.34;1993.21;Poor
22.0;11.0;7.0;177.0;39.0;58267.23;8.0;6.0;17.0;4.0;17.98;1896.36;Poor
22.0;8.0;7.0;178.0;39.0;58267.23;8.0;6.0;17.0;4.0;17.98;1896.36;Poor
22.0;8.0;7.0;179.0;39.0;58267.23;8.0;6.0;17.0;4.0;17.98;1896.36;Poor
23.0;9.0;7.0;180.0;39.0;58267.23;8.0;6.0;17.0;4.0;17.98;1896.36;Poor
22.0;10.0;7.0;181.0;39.0;58267.23;8.0;6.0;17.0;4.0;17.98;1896.36;Poor
18.0;9.0;7.0;182.0;39.0;58267.23;8.0;6.0;17.0;4.0;17.98;1896.36;Standard
22.0;9.0;7.0;182.0;39.0;58267.23;8.0;6.0;17.0;4.0;17.98;1896.36;Poor
